,n_trees,n_interval,min_length,interval_type,time,accuracy,f1,recall
0,100,3,5.0,rp,1.7634434700012207,0.808695652173913,0.808695652173913,0.808695652173913
1,100,3,10.0,rp,1.7921411991119385,0.7913043478260869,0.791304347826087,0.7913043478260869
2,100,3,20.0,rp,1.8040640354156494,0.782608695652174,0.782608695652174,0.782608695652174
3,100,3,50.0,rp,1.7263755798339844,0.7913043478260869,0.791304347826087,0.7913043478260869
4,100,3,100.0,rp,1.7657935619354248,0.8173913043478261,0.817391304347826,0.8173913043478261
5,100,3,200.0,rp,1.9125299453735352,0.8434782608695652,0.8434782608695653,0.8434782608695652
6,100,5,5.0,rp,2.78617262840271,0.8173913043478261,0.817391304347826,0.8173913043478261
7,100,5,10.0,rp,2.7981669902801514,0.8,0.8000000000000002,0.8
8,100,5,20.0,rp,2.7161598205566406,0.8173913043478261,0.817391304347826,0.8173913043478261
9,100,5,50.0,rp,3.0047590732574463,0.8,0.8000000000000002,0.8
10,100,5,100.0,rp,2.936781406402588,0.808695652173913,0.808695652173913,0.808695652173913
11,100,5,200.0,rp,3.1270768642425537,0.7913043478260869,0.791304347826087,0.7913043478260869
12,100,10,5.0,rp,5.792688369750977,0.782608695652174,0.782608695652174,0.782608695652174
13,100,10,10.0,rp,5.907302618026733,0.8,0.8000000000000002,0.8
14,100,10,20.0,rp,5.955752849578857,0.8,0.8000000000000002,0.8
15,100,10,50.0,rp,5.9056077003479,0.7913043478260869,0.791304347826087,0.7913043478260869
16,100,10,100.0,rp,5.677948474884033,0.808695652173913,0.808695652173913,0.808695652173913
17,100,10,200.0,rp,6.3427815437316895,0.8173913043478261,0.817391304347826,0.8173913043478261
18,100,20,5.0,rp,11.64318299293518,0.808695652173913,0.808695652173913,0.808695652173913
19,100,20,10.0,rp,11.757172584533691,0.808695652173913,0.808695652173913,0.808695652173913
20,100,20,20.0,rp,11.517205476760864,0.808695652173913,0.808695652173913,0.808695652173913
21,100,20,50.0,rp,11.72953987121582,0.808695652173913,0.808695652173913,0.808695652173913
22,100,20,100.0,rp,12.353248357772827,0.8347826086956521,0.8347826086956521,0.8347826086956521
23,100,20,200.0,rp,12.754032850265503,0.8173913043478261,0.817391304347826,0.8173913043478261
24,100,50,5.0,rp,28.82552146911621,0.808695652173913,0.808695652173913,0.808695652173913
25,100,50,10.0,rp,29.29586386680603,0.8,0.8000000000000002,0.8
26,100,50,20.0,rp,29.417628049850464,0.8,0.8000000000000002,0.8
27,100,50,50.0,rp,30.000458240509033,0.8,0.8000000000000002,0.8
28,100,50,100.0,rp,29.561317205429077,0.8173913043478261,0.817391304347826,0.8173913043478261
29,100,50,200.0,rp,30.524615049362183,0.8173913043478261,0.817391304347826,0.8173913043478261
30,100,100,5.0,rp,57.442954778671265,0.808695652173913,0.808695652173913,0.808695652173913
31,100,100,10.0,rp,58.97524118423462,0.808695652173913,0.808695652173913,0.808695652173913
32,100,100,20.0,rp,58.33406448364258,0.8,0.8000000000000002,0.8
33,100,100,50.0,rp,58.10806059837341,0.808695652173913,0.808695652173913,0.808695652173913
34,100,100,100.0,rp,59.66901922225952,0.808695652173913,0.808695652173913,0.808695652173913
